WKT,LM_ASSET_ID,Signal_Type_NotUsed,Intersection_Name,Suburb,Local_Authority,IIT_DATE_COMMISSIONED,SITE_ID_REVISION,IIT_NO_PHASES,PHASE_TYPE,POLE_PAINT_CONDITION,CONTROLLER_PAINT_CONDITION,TIMING_CHART,CONFLICT_CHART,DETECTOR_CHART,CABLE_WIRING_CHARTS,PHASE_SEQ_CHART,As_Constructed_Drawings_Issued,A_DRAWING_CHANGE_REQD,LM_A_Drawing_No,LM_B_Drawing_No,DRAWING_COMMENT,Controller_Housing_Serial_Number,Module_Serial_Number,Controller_Date_Fitted,Controller_Watts,Controller_Type_NotUsed,Controller_Type_Mark,Lamp_Control_Boards,Housing_Size,Communications_Type_NotUsed,Dimming_Fitted,Dimming_VCR,Top_Hat_Fitted,PD204,PD208,PD212,PD216,RACK_TYPE,DETECTOR_MS,DETECTOR_SS,PD104,PD108,LDM404,LDM408,LDM412,LDM416,EIM16,EIM32,DET4,DET8,DET12,DET16,AGDU_typ,AGDU_qty,AGDU_typ_veh,AGDU_qty_veh,IIT_UPS,Aerial_Pole,Pole_Top_Isolator,UMS_Pit,IIT_SWB_NO,Metered,Meter_Number,Supply_Authority,Push_Button_Poles,Plain_Poles,Stubby_Push_Button_Poles,Overhead_Mast_Arm_Poles,CCTV_Poles,IIT_NO_POLES,Stubby_Protection_Poles,Ring_Main,Termination_Pits,STAR_System,Number_Metal_Finial_Clips,Number_Plastic_Finial_Clips,Total_Finial_Caps,Number_Termination_Pits,IIT_NO_RT_SIGNS_NO,IIT_NO_RED_LIGHT_CAMS,IIT_NO_AWFS,Symmetripole_Loops,Quadrapole_Loops,Bicycle_Loops,Police_Cam_Loops,Counter_Loops,Total_Loops,Eleven_Metre_Loops,LAMP20W,LAMP30W,LAMP67W,LAMP100W,LED200_3ASP,LED200_2ASP,LED200_1ASP,LED200_WDW,LED200_CDC,AEI200ELV3ASP,AEI200ELV2ASP,AEI200ELV1ASP,AEI200ELVW_DW,AEI200ELVC_DC,SIEMENS200ELV3ASP,SIEMENS200ELV2ASP,SIEMENS200ELV1ASP,SIEMENS200ELVW_DW,SIEMENS200ELVC_DC,SIEMENS300ELV3ASP,SIEMENS300ELV2ASP,SIEMENS300ELV1ASP,SIEMENS300ELVW_DW,SIEMENS300ELVC_DC,Lamp_Change_Date_Red_Green,Lamp_Change_Date_Amber,Push_Button_Type,Push_Buttons,Audible_Push_Button_Type,Audible_Push_Button_Driver_Type,IIT_NO_AUD_PUSH_BTNS,Audible_Push_Button_Driver,RMC_plastic,RMC_iron,IIT_CCTV_NO,IIT_MICROCELL_POLE_NO,Site_Note,Comment_,Company,Contact_Details,Site_Inventory_Carried_Out_By,Site_Inventory_Date,Account,IIT_LATITUDE,IIT_LONGITUDE,IIT_HYPERLINK_1,IIT_HYPERLINK_2,IIT_HYPERLINK_3,GHD_Hyperlink_1,GHD_Hyperlink_2,GHD_Hyperlink_3,GIS_Hyperlink_1,GIS_Hyperlink_2,GIS_Hyperlink_3,GHD_GIS_Hyperlink_1,GHD_GIS_Hyperlink_2,GHD_GIS_Hyperlink_3,IIT_SLK,Road_no,Downer_GIS_Hyperlink_1,Downer_GIS_Hyperlink_2,IIT_HYPERLINK_4,IIT_HYPERLINK_5,IPAddress,POLE_TO_POLE_SYSTEM,FULLY_LED_SITE,IIT_DATE_DECOMMISSIONED,IIT_COMMISSIONED,Modem_Make,Modem_Model,Modem_SerialNumber,IIT_COMMS_TYPE,IIT_SIGNAL_TYPE_Old,IIT_CONTROLLER_TYPE,ITT_PHASE_TYPE_A,ITT_PHASE_TYPE_B,IIT_SIGNAL_TYPE,UPS_Inventory_Carried_Out_Byxxx,UPS_Inventory_Datexxx,Hyperlink_1,Hyperlink_2,Hyperlink_3,Hyperlink_4,Hyperlink_5,Hyperlink_6,Hyperlink_7,Hyperlink_8,Hyperlink_9,Hyperlink_10,TcsNo
"POINT (115.87251901000002 -31.945118990999958)",00100,Traffic Signal,BULWER ST / LORD ST / SUMMERS ST,PERTH,VINCENT,1970/07/20 00:00:00,B,3,LT,Good,Good,1,1,1,1,1,1,0,9631-3383-6,9631-3384-5,,ATC-1003-0441,ATC-1002-0627,2010/11/06 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,3,,,1,12,,51 CORE,1,0,8,3,11,3,,,,,8,,,,8,1,,,,,21,2,,8,,,,,,,,,,,,,,,,,,,,,AEI,AEI,8,8,1,0,00379,,CAMERA & Camera POST INSTALLED,SITE UPGRADED TO BRAUMS LED 14/1/15,ELECTRICAL SERVICES,138 138,M. ODEA,2015/01/14 00:00:00,36 135 7470,-31.945119,115.872519,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM100A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM100B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM100A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM100B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM100A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM100B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM100A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM100B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM100A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM100B.pdf,,,10.32.42.18,0,1,,C,Micro Connect,ADSL,30707,1,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM100A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM100B.pdf#,-,-,-,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM099C_CAM151B.pdf#,-,-,100
"POINT (115.87618901000008 -31.957188990999953)",00101,Traffic Signal,PLAIN ST / WELLINGTON ST,EAST PERTH,PERTH,1970/09/10 00:00:00,B,4,LT,Good,Good,1,1,1,1,1,1,0,9831-3187-8,8620-402-4,,ATC 1404-1859,ATC 1403-2594,2014/07/19 00:00:00,100,PSC,-,3,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,1,,,,,,,,0,0,1,,0,,,8,4,,,1,12,,,0,1,,12,12,,2,,,8,,,,1,9,,,,,,20,,2,8,,,,,,,,,,,,,,,,,,,,,ALDRIDGE,ALDRIDGE,8,8,1,0,00051,,,"7/02/12 LED UPGRADE
SITE UPGRADE 19/7/14",ELECTRICAL SERVICES,138 138,M ODEA,2014/07/19 00:00:00,36 135 7470,-31.957189,115.876189,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM101A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM101B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM101A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM101B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM101A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM101B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM101A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM101B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM101A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM101B.pdf,,,1028.12.18,0,1,,C,Micro Connect,ADSL,,1,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM101A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM101B.PDF#,-,-,-,-,-,-,-,101
"POINT (115.81995501000006 -31.934346990999984)",00102,Traffic Signal,GRANTHAM ST / HARBORNE ST,WEMBLEY,CAMBRIDGE,1970/09/24 00:00:00,A,3,SPLIT,Good,Good,1,1,1,1,1,1,0,9431-3141-8,9431-3142-3,NO B DRAWING,ATC-1106-0938,ATC-1106-1168,2011/09/20 00:00:00,100,PSC,-,1,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,,29,0,0,9,3,12,,,,,8,,,,,8,,,,,,22,,4,,,,,,,,,,,,,,,,,,,,AEI,8,,,,,1,0,,,,,ELECTRICAL SERVICES,138 138,C DOWDEN,2014/03/27 00:00:00,36 135 7470,-31.934347,115.819955,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM102A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM102B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM102A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM102B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM102A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM102B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM102A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM102B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM102A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM102B.pdf,,,10.1.128.126,1,1,,C,Micro Connect,PSTN,04803,4,7,3,13,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM102A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM102B.pdf#,-,-,-,-,-,-,-,102
"POINT (115.84541001000002 -31.94717099099995)",00103,Traffic Signal,HAVELOCK ST / WELLINGTON ST,WEST PERTH,PERTH,1970/10/28 00:00:00,C,2,3PH,Good,Good,1,1,1,1,1,1,0,9831-3189-13,8520-542-10,,ATC 1105 0866,ATC 1105 1094,2012/05/07 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,4,7,,,,11,,29,1,0,4,7,11,2,,,,7,,,,,7,,,,,,13,2,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,1,,,UNDER GROUND SUPPLY PIT NEXT TO PIT B.,FULL LED UPGRADE & NEW PROGRAME,ELECTRICAL SERVICES,138 138,C.CAMILLO,2014/07/12 00:00:00,36 135 7470,-31.947171,115.84541,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM103A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM103B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM103A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM103B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM103A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM103B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM103A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM103B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM103A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM103B.pdf,,,10.0.226.30,0,1,,C,Micro Connect,PSTN,04311,4,7,3,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM103A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM103B.pdf#,-,-,-,-,-,-,-,103
"POINT (115.79373501000009 -32.049107990999971)",00104,Traffic Signal,STOCK RD / LEACH HWY,MELVILLE,MELVILLE,2007/10/28 00:00:00,C,6,SD / SPLIT / AWS,GOOD,GOOD,1,1,1,1,1,1,0,0748-3024-0,9631-3024-8,,0707-0001,0707-0043,2007/09/04 00:00:00,100,ECLIPSE,1,3,LARGE,ADSL,1,1,0,,,,2,,,,,,,,,2,,,,,,,,4,,,Y,0,0,1,,0,,,8,5,,4,1,18,,STAR WITH 51 CORE SUPPLY TO DUMMY,0,1,,13,13,,,,6,17,,,,2,19,,,,,,31,,16,12,,,,,,,,,,,,,,,,,,,,,AEI,AEI,12,12,1,0,00076,12,"New System ""Eclipse"" with dummy controller being red by 51 core from controller",,ELECTRICAL SERVICES,138 138,A KING,2014/08/05 00:00:00,36 135 7470,-32.049108,115.793735,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM104A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM104B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM104A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM104B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM104A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM104B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM104A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM104B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM104A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM104B.pdf,,,10.24.9.18,0,1,,C,ANTRAN,Total Access 234,700000035994N,,7,4,5,9,6,P. NASH,2010/08/24 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM104A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM104B.pdf#,-,-,-,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM0104C_CAM076B.pdf#,-,-,104
"POINT (115.8406060100001 -31.896612990999984)",00105,Traffic Signal,ROYAL ST / WANNEROO RD,TUART HILL,STIRLING,1970/11/19 00:00:00,A,6,DIAMOND SPLIT RT,Good,Good,1,1,1,1,1,1,0,9631-3059-11,9631-3060-9,,ATC-1208-1263,ATC-1208-1649,2013/03/10 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,0,,0,,,8,4,,,,12,,N/A,0,1,,12,12,,,,,10,,,,,10,,,,,,25,,4,8,,,,,,,,,,,,,,,,,,,AEI,2,AEI,AEI,6,6,1,0,,,,SITE UPGRADED TO BRAUMS LED 13/4/15,ELECTRICAL SERVICES,138 138,M. ODEA,2015/04/13 00:00:00,36 135 7470,-31.896613,115.840606,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM105A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM105B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM105A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM105B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM105A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM105B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM105A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM105B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM105A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM105B.pdf,,,10.48.16.18,0,1,,C,Micro Connect,ADSL,30440,1,7,3,5,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM105A.PDF#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM105B.pdf#,-,-,-,-,-,-,-,105
"POINT (115.92268901000011 -31.943639990999941)",00106,Traffic Signal,BELGRAVIA ST / STONEHAM ST / GT EASTERN HWY,BELMONT,BELMONT,1970/12/03 00:00:00,C,6,SD / FILT / VMS,Good,Good,1,1,1,1,1,1,0,9431-3149-8,9431-3150-7,VMS,ATC 1111-1022,ATC 1001-0437,2011/12/17 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,4,5,,2,1,12,,51,1,0,,9,9,3,,,,17,,,,1,18,,,,,,29,,6,6,,,,,,,,,,,,,,,,,,,,,AEI,AEI,6,6,1,0,00164,,,,ELECTRICAL SERVICES,138 138,C DOWDEN,2013/10/17 00:00:00,36 135 7470,-31.94364,115.922689,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM106A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM106B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM106A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM106B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM106A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM106B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM106A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM106B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM106A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM106B.pdf,,,10.120.74.19,0,1,,C,MOXA,,,7,7,3,5,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM106A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM106B.pdf#,-,-,-,-,-,-,-,106
"POINT (115.94202101000008 -31.931833990999962)",00107,Traffic Signal,BREARLEY AVE / GT EASTERN HWY,ASCOT,BELMONT,1970/12/17 00:00:00,B,4,LT / SPLIT,Good,Good,1,1,1,1,1,1,0,8620-3593-9,8620-3594-7,,ATSC 1105-0861,ATSC 1002-0507,2011/09/11 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,00815,1,0116 / 000876,,11,6,,,1,18,,51,1,0,13,4,17,4,,,,14,,,,,14,1,,,,,27,,2,12,,,,,,,,,,,,,,,,,,,ALD,12,,,,,1,0,00127,,"20-Feb-2011
LED UPGRADE, CONTROLLED CHANGED TO ATSC4",CCTV POLE 1,ELECTRICAL SERVICES,138 138,B JONES,2013/11/14 00:00:00,95 921 6270,-31.931834,115.942021,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM107A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM107B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM107A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM107B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM107A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM107B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM107A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM107B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM107A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM107B.pdf,,,10.1.0.166,0,1,,C,Micro Connect,PSTN,04513,4,7,3,1,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM107A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM107B.pdf#,-,-,-,-,-,-,-,107
"POINT (115.96882701000004 -31.899320990999968)",00108,Traffic Signal,JAMES ST / JOHNSON ST,GUILDFORD,SWAN,1970/12/23 00:00:00,A,3,LT,Good,Good,1,1,1,1,1,1,0,9831-3063-10,8420-488-8,,ATC 1105 0845,ATC 1104 1042,2012/05/06 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,4,6,,,,10,,32,0,0,5,5,10,,,,,,9,,,,9,,,,,,21,,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,1,,,LED UPGRADE 8/02/12,,ELECTRICAL SERVICES,138 138,B JONES,2014/01/06 00:00:00,36 135 7470,-31.899321,115.968827,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM108A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM108B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM108A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM108B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM108A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM108B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM108A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM108B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM108A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM108B.pdf,,,10.1.224.182,1,1,,C,Micro Connect,PSTN,30450,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM108A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM108B.pdf#,-,-,-,-,-,-,-,108
"POINT (115.77951701000006 -32.050470990999941)",00109,Traffic Signal,CARRINGTON ST /   HIGH ST / LEACH HWY,FREMANTLE,FREMANTLE,1970/12/23 00:00:00,B,7,,GOOD,Good,1,1,1,1,1,1,0,9-431-3071-9,9-431-3072-8,,ATC-1301-1337,ATC-1212-1883,2013/02/17 00:00:00,100,PSC,-,3,LARGE,,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,0,0,1,,0,,,6,4,,2,,12,,51,1,0,6,4,10,3,,,,6,6,,,3,15,,,,,,32,,,8,,,,,,,,,,,,,,,,,,,AEI,4,AEI,AEI,4,4,1,0,,,,,ELECTRICAL SERVICES,138 138,A KING,2014/06/04 00:00:00,36 135 7470,-32.050471,115.779517,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM109A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM109B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM109A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM109B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM109A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM109B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM109A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM109B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM109A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM109B.pdf,,,10.24.8.18,0,1,,C,Micro Direct,ADSL,30319,1,7,3,6,13,6,K. SPARKS,2010/05/30 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM109A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM109B.pdf#,-,-,-,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM109C.pdf#,-,-,109
"POINT (115.7793680100001 -32.037522990999946)",00110,Traffic Signal,CANNING HWY / CARRINGTON ST,PALMYRA,MELVILLE,1970/12/30 00:00:00,B,3,,good,good,1,1,1,1,1,1,0,9831-3249-6,8820-482-2,,ATC-1204-1135,ATC-1205-1926,2013/02/04 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,0,,0,,,4,6,,,,10,,29,0,0,6,4,10,,,,,6,,,,,6,,,,,,15,,,4,,,,,,,,,,,,,,,,,,,,,AEI,AEI,4,4,1,0,,,,SITE UPGRADED TO LED 4/02/2013,ELECTRICAL SERVICES,138 138,a king,2014/01/17 00:00:00,36 135 7470,-32.037523,115.779368,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM110A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM110B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM110A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM110B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM110A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM110B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM110A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM110B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM110A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM110B.pdf,,,10.0.192.214,1,1,,C,Micro Connect,PSTN,01194,4,7,3,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM110A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM110B.pdf#,-,-,-,-,-,-,-,110
