WKT,LM_ASSET_ID,Signal_Type_NotUsed,Intersection_Name,Suburb,Local_Authority,IIT_DATE_COMMISSIONED,SITE_ID_REVISION,IIT_NO_PHASES,PHASE_TYPE,POLE_PAINT_CONDITION,CONTROLLER_PAINT_CONDITION,TIMING_CHART,CONFLICT_CHART,DETECTOR_CHART,CABLE_WIRING_CHARTS,PHASE_SEQ_CHART,As_Constructed_Drawings_Issued,A_DRAWING_CHANGE_REQD,LM_A_Drawing_No,LM_B_Drawing_No,DRAWING_COMMENT,Controller_Housing_Serial_Number,Module_Serial_Number,Controller_Date_Fitted,Controller_Watts,Controller_Type_NotUsed,Controller_Type_Mark,Lamp_Control_Boards,Housing_Size,Communications_Type_NotUsed,Dimming_Fitted,Dimming_VCR,Top_Hat_Fitted,PD204,PD208,PD212,PD216,RACK_TYPE,DETECTOR_MS,DETECTOR_SS,PD104,PD108,LDM404,LDM408,LDM412,LDM416,EIM16,EIM32,DET4,DET8,DET12,DET16,AGDU_typ,AGDU_qty,AGDU_typ_veh,AGDU_qty_veh,IIT_UPS,Aerial_Pole,Pole_Top_Isolator,UMS_Pit,IIT_SWB_NO,Metered,Meter_Number,Supply_Authority,Push_Button_Poles,Plain_Poles,Stubby_Push_Button_Poles,Overhead_Mast_Arm_Poles,CCTV_Poles,IIT_NO_POLES,Stubby_Protection_Poles,Ring_Main,Termination_Pits,STAR_System,Number_Metal_Finial_Clips,Number_Plastic_Finial_Clips,Total_Finial_Caps,Number_Termination_Pits,IIT_NO_RT_SIGNS_NO,IIT_NO_RED_LIGHT_CAMS,IIT_NO_AWFS,Symmetripole_Loops,Quadrapole_Loops,Bicycle_Loops,Police_Cam_Loops,Counter_Loops,Total_Loops,Eleven_Metre_Loops,LAMP20W,LAMP30W,LAMP67W,LAMP100W,LED200_3ASP,LED200_2ASP,LED200_1ASP,LED200_WDW,LED200_CDC,AEI200ELV3ASP,AEI200ELV2ASP,AEI200ELV1ASP,AEI200ELVW_DW,AEI200ELVC_DC,SIEMENS200ELV3ASP,SIEMENS200ELV2ASP,SIEMENS200ELV1ASP,SIEMENS200ELVW_DW,SIEMENS200ELVC_DC,SIEMENS300ELV3ASP,SIEMENS300ELV2ASP,SIEMENS300ELV1ASP,SIEMENS300ELVW_DW,SIEMENS300ELVC_DC,Lamp_Change_Date_Red_Green,Lamp_Change_Date_Amber,Push_Button_Type,Push_Buttons,Audible_Push_Button_Type,Audible_Push_Button_Driver_Type,IIT_NO_AUD_PUSH_BTNS,Audible_Push_Button_Driver,RMC_plastic,RMC_iron,IIT_CCTV_NO,IIT_MICROCELL_POLE_NO,Site_Note,Comment_,Company,Contact_Details,Site_Inventory_Carried_Out_By,Site_Inventory_Date,Account,IIT_LATITUDE,IIT_LONGITUDE,IIT_HYPERLINK_1,IIT_HYPERLINK_2,IIT_HYPERLINK_3,GHD_Hyperlink_1,GHD_Hyperlink_2,GHD_Hyperlink_3,GIS_Hyperlink_1,GIS_Hyperlink_2,GIS_Hyperlink_3,GHD_GIS_Hyperlink_1,GHD_GIS_Hyperlink_2,GHD_GIS_Hyperlink_3,IIT_SLK,Road_no,Downer_GIS_Hyperlink_1,Downer_GIS_Hyperlink_2,IIT_HYPERLINK_4,IIT_HYPERLINK_5,IPAddress,POLE_TO_POLE_SYSTEM,FULLY_LED_SITE,IIT_DATE_DECOMMISSIONED,IIT_COMMISSIONED,Modem_Make,Modem_Model,Modem_SerialNumber,IIT_COMMS_TYPE,IIT_SIGNAL_TYPE_Old,IIT_CONTROLLER_TYPE,ITT_PHASE_TYPE_A,ITT_PHASE_TYPE_B,IIT_SIGNAL_TYPE,UPS_Inventory_Carried_Out_Byxxx,UPS_Inventory_Datexxx,Hyperlink_1,Hyperlink_2,Hyperlink_3,Hyperlink_4,Hyperlink_5,Hyperlink_6,Hyperlink_7,Hyperlink_8,Hyperlink_9,Hyperlink_10,TcsNo
"POINT (115.9425960100001 -31.907694990999971)",00111,Traffic Signal,COLLIER RD / GUILDFORD RD,BASSENDEAN,BASSENDEAN,1971/02/15 00:00:00,,5,LT/RAIL,GOOD,GOOD,1,1,1,1,1,1,0,0748 3272-0,0748 3273-0,,ATC-1204-1148,ATC-1205-1547,2013/02/12 00:00:00,100,PSC,-,2,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,1,1,0,x,0,,,2,8,,,,10,2,29,0,0,3,7,10,,,,,8,,,,,8,,,,,,18,2,,2,,,,,,,,,,,,,,,,,,,,,AEI,AEI,2,2,1,1,,,21/01/2010 ALL LANTERNS UPGRADED TO LED,"Railway Supply - Yes
Aldridge led",ELECTRICAL SERVICES,138 138,B SNOW,2013/02/12 00:00:00,1205501,-31.907695,115.942596,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM111A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM111B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM111A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM111B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM111A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM111B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM111A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM111B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM111A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM111B.pdf,,,10.1.192.70,1,1,,C,Micro Connect,ADSL,30327,1,7,3,1,10,6,P. NASH,2010/08/05 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM111A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM111B.pdf#,-,-,-,-,-,-,-,111
"POINT (115.83884001000001 -31.921421990999931)",00112,Traffic Signal,FLINDERS ST / SCARBOROUGH BEACH RD,MOUNT HAWTHORN,VINCENT,1971/03/23 00:00:00,A,3,XPED,Good,GOOD,1,1,1,1,1,1,0,9831-3251-7,8920-462-5,,ATC-1008-0610,ATC-1207-1599,2011/01/20 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,,29,0,0,10,2,12,,,,,8,,,,,8,,,,,,20,,,8,,,,,,,,,,,,,,,,,,,,,ATS,ATS,8,8,1,0,,,,Site upgraded to Braums led 14/5/15,ELECTRICAL SERVICES,138 138,M ALNA,2015/05/14 00:00:00,36 135 7470,-31.921422,115.83884,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM112A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM112B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM112A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM112B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM112A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM112B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM112A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM112B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM112A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM112B.pdf,,,10.48.49.18,1,1,,C,Micro Connect,ADSL,01220,1,7,3,13,7,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM112A .pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM112B.pdf#,-,-,-,-,-,-,-,112
"POINT (115.86894101000007 -31.949828990999947)",00113,Traffic Signal,LORD ST / NEWCASTLE ST,PERTH,PERTH,1971/04/28 00:00:00,E,4,LT,Good,Good,1,1,1,1,1,0,0,9631-3195-9,8920-404-9,,9806174,95051115,1971/04/28 00:00:00,70,PSC,3,3,LARGE,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,10,6,,,1,16,,51,1,0,,15,15,3,,,,12,,,,,12,,,,,,26,,2,10,,,,,,,,,,,,,,,,,,,AEI,10,,,,,1,0,00237,,LED UPGRADE 8/02/12,CAM 237 COMMISSIONED 5/10/12,ELECTRICAL SERVICES,138 138,G BERNARD,2012/11/14 00:00:00,36 135 7470,-31.949829,115.868941,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM113A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM113B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM113A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM113B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM113A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM113B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM113A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM113B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM113A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM113B.pdf,,,10.32.32.18,0,1,,C,MOXA,NPORT,G3002054,3,7,2,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM113A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM113B.pdf#,-,-,-,-,-,-,-,113
"POINT (115.93070001000001 -31.917661990999932)",00114,Traffic Signal,GUILDFORD RD / KATANNING ST / MOOJEBING ST / RAILWAY CROSSING,BAYSWATER,BAYSWATER,1971/08/08 00:00:00,A,6,RAIL,POOR,POOR,1,1,1,1,1,1,0,9731-3018-15,9731-3017-11,,ATC-1108-0985,ATC-1111 1368,2013/02/19 00:00:00,100,PSC,4,2,LARGE,ADSL,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,Y,1,1,0,,0,,,2,7,,,,9,2,32,0,0,1,8,9,,,,,3,6,,,,9,,,,,,17,,,2,2,,,,,,,,,,,,,,,,,,,,ATS,ATS,2,2,1,0,,,Aldridge led,,ELECTRICAL SERVICES,138 138,B JONED,2014/01/08 00:00:00,36 135 7470,-31.917662,115.9307,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM114A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM114B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM114A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM114B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM114A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM114B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM114A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM114B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM114A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM114B.pdf,,,10.32.9.18,1,1,,C,Micro Connect,ADSL,30145,1,7,3,1,10,6,P. NASH,2010/09/07 00:00:00,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM114A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM114B.pdf#,-,-,-,-,-,-,-,114
"POINT (115.91821901000003 -31.92422099099997)",00115,Traffic Signal,KING WILLIAM ST / GUILDFORD RD,BAYSWATER,BAYSWATER,1971/08/23 00:00:00,A,3,LT,FAIR,FAIR,1,1,1,1,1,1,0,0648-2003-2,0648-2004-1,,ATC-1207-1216,ATC-1208-1610,2013/02/11 00:00:00,100,PSC,-,3,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,,,0,1,,12,12,,,1,,,9,,1,1,11,,,,,,20,2,,8,,,,,,,,,,,,,,,,,,,ATS,4,AEI,AEI,4,4,1,0,,,,,ELECTRICAL SERVICES,138 138,B SNOW,2014/01/09 00:00:00,36 135 7470,-31.924221,115.918219,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM115A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM115B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM115A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM115B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM115A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM115B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM115A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM115B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM115A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM115B.pdf,,,10.1.1.94,0,1,,C,Micro Connect,PSTN,14030,4,7,3,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM115A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM115B.pdf#,-,-,-,-,-,-,-,115
"POINT (115.89374301000009 -31.93029999099997)",00116,Traffic Signal,EIGHTH AVE / GUILDFORD RD,MAYLANDS,BAYSWATER,1971/08/27 00:00:00,A,3,XPED,FAIR,FAIR,1,1,1,1,1,1,0,5775-09-19CO1-1,5775-09-19CO2-1,,ATC-1204-1123,ATC-1204-1479,2013/02/10 00:00:00,100,PSC,-,2,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,8,4,,,,12,2,51 CORE,1,0,,12,12,3,,,,10,,,,,10,,,,,,20,,,8,,,,,,,,,,,,,,,,,,,,,AEI,AWA+AEI,8,8,1,0,,,LED UPGRADE 9/02/12,,ELECTRICAL SERVICES,138 138,B JONES,2014/02/21 00:00:00,36 135 7470,-31.9303,115.893743,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM116A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM116B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM116A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM116B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM116A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM116B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM116A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM116B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM116A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM116B.pdf,,,10.1.1.102,0,1,,C,Micro Connect,PSTN,01338,4,7,3,13,7,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM116A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM116B.pdf#,-,-,-,-,-,-,-,116
"POINT (18446743673.709553 18446743673.709553)",00117,DECOMMISSIONED,BICKLEY / CANNING,,,,,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,ELECTRICAL SERVICES,138 138,,,,,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM117A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM117B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM117A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM117B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM117A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM117B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM117A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM117B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM117A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM117B.pdf,,,,0,0,1978/01/15 00:00:00,D,,,,,,,13,13,,,,-,-,-,-,-,-,-,-,-,-,117
"POINT (115.75695901000006 -32.061878990999958)",00118,Traffic Signal,WRAY AVE / HAMPTON RD,FREMANTLE,FREMANTLE,1971/09/20 00:00:00,A,3,SPLIT,Good,Good,1,1,1,1,1,1,0,9831-3253-5,,,ATC 1008 0568,ATC 1007 0710,2011/02/18 00:00:00,100,PSC,-,1,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,0,,0,,,8,4,,,,12,,32,0,0,9,3,12,,,,,8,,,,,8,,79,,,,,,,,,9,,,,,14,,4,,,,,,,,2010/02/10 00:00:00,2012/05/10 00:00:00,ALD,8,,,,,1,0,,,,,ELECTRICAL SERVICES,138 138,A KING,2014/05/06 00:00:00,36 135 7470,-32.061879,115.756959,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM118A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM118B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM118A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM118B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM118A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM118B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM118A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM118B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM118A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM118B.pdf,,,10.0.192.222,1,0,,C,Micro Connect,PSTN,03773,4,7,3,13,9,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM118A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM118B.pdf#,-,-,-,-,-,-,-,118
"POINT (18446743673.709553 18446743673.709553)",00119,DECOMMISSIONED,CLEANER ST / SUTHERLAND,,,,,0,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,ELECTRICAL SERVICES,138 138,,,,,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM119A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM119B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM119A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM119B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM119A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM119B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM119A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM119B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM119A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM119B.pdf,,,,0,0,1975/09/29 00:00:00,D,,,,,,,13,13,,,,-,-,-,-,-,-,-,-,-,-,119
"POINT (115.84750601000007 -31.943663990999937)",00120,Traffic Signal,SUTHERLAND ST / MITCHELL FWY,WEST PERTH,CAMBRIDGE,1971/11/17 00:00:00,A,2,2PH,Good,Good,1,1,1,1,1,1,0,9631-3067-8,9631-3062-7,,ATC-1204-1112,ATC-1204-1493,2012/12/31 00:00:00,100,PSC,-,1,LARGE,PSTN,1,1,0,,,,,,,,,,,,,,1,,,,,1,,,,,,0,0,1,,0,,,,6,,,,6,,29,0,0,3,3,6,,,,,4,,,,,4,,24,,,,,,,,,8,,,,,,,,,,,,,,,2011/03/28 00:00:00,2012/11/28 00:00:00,,,,,,,1,0,,,,,ELECTRICAL SERVICES,138 138,G. HAYDOCK,2015/04/21 00:00:00,36 135 7470,-31.943664,115.847506,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM120A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM120B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM120A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM120B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM120A.PDF,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM120B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM120A.PDF,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM120B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM120A.PDF,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM120B.pdf,,,10.0.226.38,1,0,,C,Micro Connect,PSTN,05030,4,7,3,13,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM120A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM120B.pdf#,-,-,-,-,-,-,-,120
"POINT (115.90716901000008 -31.995286990999944)",00121,Traffic Signal,BERWICK ST / HILLVIEW TCE,ST JAMES,VICTORIA PARK,1971/12/14 00:00:00,A,3,LT,GOOD,GOOD,1,1,1,1,1,1,0,9831-3067-4,9320-3052-2,,03120009,05126722,1993/10/24 00:00:00,70,PSC,3,2,LARGE,PSTN,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,0,,0,,,8,4,,,,12,1,29,1,0,9,3,12,3,,,,9,,,,,9,,78,,,,,,,,,24,,,,,2,,,,,,,,,,,2011/02/13 00:00:00,AEI+ATS,8,,,,,1,0,,,,,ELECTRICAL SERVICES,138 138,P CULLEN,2014/02/21 00:00:00,36 135 7470,-31.995287,115.907169,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM121A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM121B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM121A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM121B.pdf,,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM121A.pdf,\\mrwa.wa.gov.au\DFSRoot\TCIC\tcic asset drawings\traffic control signals\PDF format\LM121B.pdf,,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM121A.pdf,G:\611\57750400\Asset_Management_Master\Drawings\WEB\Traffic_Signals\LM121B.pdf,,,,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM121A.pdf,\\wlsh-fp01\gis\databases\Traffic Signals\pdfs\LM121B.pdf,,,10.1.1.110,0,0,,C,Micro Connect,PSTN,04793,4,7,2,1,13,6,,,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM121A.pdf#,-,#\\Nbrsrv01\Electrical_Services_Asset_Drawings\Traffic Control Signals\PDF\LM121B.pdf#,-,-,-,-,-,-,-,121
